1 0002 044525225 000002
1 0100 047908624 528620
1 0104 047903628 525159
1 0105 047909620 527862
1 0109 047902627 524996
1 0110 047900625 524997
1 0200 040173604 020000
1 0202 040173604 020002
1 0207 040173604 022307
1 0209 040173604 022309
1 0211 040173604 022301
1 0213 040173604 022313
1 0214 040173604 028203
1 0215 040173604 028417
1 0216 040173604 027117
1 0218 040173604 022318
1 0219 040173604 027118
1 0221 040173604 022321
1 0224 040173604 022324
1 0227 040173604 022327
1 0228 040173604 022328
1 0235 048405602 028558
1 0237 048402601 028561
1 0239 040173604 025943
1 0240 040173604 025945
1 0244 040173604 020152
1 0245 040173604 020153
1 0252 040173604 022269
1 0253 040173604 020270
1 0255 040173604 022274
1 0256 040173604 020176
1 0257 040173604 022277
1 0258 040173604 020179
1 0263 040173604 027492
1 0300 041012603 708636
1 0302 041012603 703707
1 0303 041012603 704133
1 0315 041012603 701456
1 0317 041012603 704159
1 0320 041012603 704163
1 0400 041117601 778637
1 0404 041117601 778218
1 0408 041117601 770027
1 0409 041117601 774131
1 0410 041117601 771552
1 0414 041117601 774059
1 0418 041117601 774065
1 0421 041117601 771582
1 0424 041117601 774090
1 0426 041117601 775494
1 0500 041203602 548625
1 0504 041203602 546114
1 0507 041208615 548574
1 0508 041203602 548575
1 0509 041206601 543976
1 0510 041203602 543977
1 0511 041203602 543979
1 0512 041203602 543980
1 0513 041203602 543981
1 0514 041203602 543983
1 0516 041203602 548587
1 0600 048073601 168598
1 0605 048073601 164605
1 0606 048073601 164600
1 0607 048073601 164607
1 0612 048073601 164612
1 0614 048073601 164614
1 0615 048073601 164615
1 0616 048073601 164616
1 0619 048073601 164619
1 0620 048073601 164620
1 0621 048073601 164621
1 0622 048073601 167722
1 0624 048073601 164624
1 0625 048073601 164625
1 0626 048073601 164626
1 0627 048073601 164627
1 0630 048073601 164630
1 0631 048073601 164601
1 0633 048073601 164633
1 0636 048073601 168201
1 0637 048073601 164602
1 0638 048073601 167408
1 0639 048073601 168179
1 0640 048073601 167740
1 0641 048073601 165413
1 0642 048073601 167798
1 0643 048073601 167760
1 0644 048073601 160061
1 0648 048073601 164579
1 0649 048073601 164580
1 0650 048073601 164581
1 0651 048073601 164582
1 0652 048073601 164583
1 0653 048073601 164584
1 0656 048073601 164587
1 0657 048073601 164588
1 0658 048073601 164591
1 0660 048073601 164594
1 0663 048073601 164597
1 0664 048073601 164598
1 0700 041403633 138592
1 0702 041403633 135103
1 0704 041403633 133906
1 0706 041403633 133920
1 0707 041403633 138426
1 0712 041403633 133867
1 0713 041403633 133775
1 0715 041403633 133881
1 0718 041403633 138493
1 0719 041403633 133794
1 0800 041501601 408605
1 0802 041501601 408605
1 0803 041501601 405563
1 0804 041501601 408400
1 0805 041501601 405671
1 0806 041501601 400018
1 0809 041501601 405557
1 0810 041501601 405559
1 0811 041501601 405561
1 0812 041501601 401563
1 0813 041501601 405567
1 0814 041501601 405569
1 0815 041501601 405571
1 0816 041501601 405577
1 0817 041501601 405578
1 0818 041501601 405579
1 0819 041501601 405580
1 0820 041501601 405582
1 0821 041501601 405583
1 0822 041501601 405584
1 0823 041501601 405586
1 0824 041501601 405587
1 0825 041501601 405590
1 0900 048142604 188601
1 0904 048144618 188502
1 0905 048161616 186950
1 0906 048157607 182429
1 0907 048135614 182431
1 0908 048136625 182432
1 0909 048148612 182433
1 0910 048143624 182434
1 0912 048156611 182436
1 0913 048138619 182438
1 0914 048137615 182439
1 0915 048149621 182440
1 0916 048142604 186048
1 0919 048134610 182452
1 0920 048160623 187877
1 1000 041708602 428611
1 1003 041708602 422690
1 1004 041708602 428611
1 1005 041710613 422493
1 1007 041708602 428568
1 1008 041708602 428569
1 1009 041737610 428570
1 1010 041723640 428571
1 1011 041708602 421574
1 1012 041708602 422484
1 1013 041708602 422485
1 1014 041708602 422488
1 1015 041708602 422490
1 1016 041708602 422491
1 1017 041708602 420093
1 1018 041708602 422494
1 1100 041806647 548621
1 1102 041806647 548621
1 1103 041806647 544003
1 1105 041806647 544006
1 1106 041806647 544008
1 1109 041806647 544051
1 1110 041806647 544012
1 1111 041806647 548303
1 1113 041806647 545816
1 1114 041806647 547247
1 1117 041806647 545824
1 1118 041806647 547125
1 1119 041806647 544035
1 1121 041806647 543946
1 1122 041806647 544047
1 1123 041806647 543950
1 1124 041806647 543951
1 1125 041806647 543952
1 1126 041806647 543953
1 1127 041806647 543985
1 1130 041806647 543990
1 1200 041909644 778638
1 1203 041909644 771935
1 1205 041909644 774119
1 1207 041909644 774073
1 1208 041909644 771905
1 1209 041909644 774074
1 1210 041909644 771940
1 1211 041909644 771941
1 1214 041909644 774094
1 1215 041909644 774108
1 1217 041909644 774127
1 1218 041909644 774081
1 1220 041909644 771949
1 1221 041909644 774083
1 1223 041909644 771934
1 1224 041909644 777868
1 1225 041909644 770067
1 1227 041909644 771950
1 1228 041909644 774089
1 1229 041909644 770151
1 1230 041909644 774078
1 1300 042007681 130000
1 1302 042007681 130002
1 1303 042007681 133777
1 1304 042007681 133783
1 1306 042007681 130193
1 1307 042007681 133793
1 1312 042007681 133836
1 1314 042007681 133838
1 1316 042007681 133854
1 1318 042007681 138542
1 1319 042007681 133869
1 1320 042007681 133870
1 1322 042007681 130989
1 1323 042007681 133872
1 1330 042007681 130382
1 1331 042007681 133825
1 1332 042007681 133905
1 1600 046577674 160000
1 1602 046577674 160002
1 1604 046577674 161704
1 1605 046577674 161705
1 1606 046577674 161706
1 1608 046577674 161709
1 1609 046577674 160011
1 1611 046577674 164903
1 1612 046577674 167004
1 1613 046577674 167216
1 1614 046577674 161718
1 1615 046577674 167169
1 1616 046577674 167003
1 1617 046577674 167604
1 1618 046577674 161726
1 1619 046577674 161727
1 1620 046577674 165328
1 1621 046577674 161730
1 1622 046577674 160232
1 1623 046577674 161738
1 1625 046577674 166142
1 1626 046577674 166143
1 1627 046577674 161744
1 1628 046577674 161745
1 1629 046577674 166149
1 1630 046577674 166150
1 1632 046577674 161654
1 1633 046577674 161655
1 1634 046577674 168057
1 1636 046577674 160560
1 1637 046577674 161765
1 1638 046577674 161766
1 1639 046577674 161769
1 1640 046577674 161771
1 1641 046577674 161774
1 1642 046577674 161779
1 1643 046577674 161780
1 1644 046577674 161781
1 1645 046577674 161787
1 1646 046577674 167192
1 1648 046577674 161794
1 1649 046577674 165295
1 1652 046577674 168583
1 1700 042406608 778639
1 1714 042406608 771573
1 1716 042406608 778578
1 1717 042408608 772486
1 1800 042520607 180000
1 1802 042520607 180002
1 1804 042520607 182406
1 1805 042520607 180687
1 1806 042520607 187990
1 1807 042520607 182410
1 1808 042520607 182412
1 1809 042520607 182413
1 1811 042520607 182415
1 1812 042520607 182416
1 1813 042520607 182417
1 1814 042520607 182418
1 1815 042520607 182419
1 1816 042520607 182420
1 1817 042520607 182421
1 1819 042520607 182423
1 1821 042520607 182425
1 1822 042520607 182426
1 1823 042520607 182427
1 1824 042520607 182428
1 1825 042520607 187730
1 1826 042520607 182444
1 1829 042520607 187966
1 1830 042520607 180587
1 1831 042520607 187690
1 1832 042520607 187691
1 1835 042520607 188586
1 1900 048327606 608631
1 1903 048327606 605406
1 1904 048327606 603710
1 1905 048327606 603712
1 1906 048327606 603713
1 1907 048327606 605017
1 1908 048327606 605018
1 1909 048327606 600123
1 1910 048327606 605254
1 1911 048327606 608266
1 1912 048327606 605270
1 1913 048327606 607878
1 2000 042748634 558626
1 2002 042748634 558626
1 2006 042748634 557496
1 2012 042748634 557396
1 2017 042748634 557381
1 2018 042748634 557382
1 2019 042748634 557383
1 2200 042908612 408608
1 2204 042908612 401560
1 2205 042908612 402664
1 2206 042908612 402670
1 2207 042908612 402671
1 2208 042908612 402673
1 2211 042908612 405565
1 2212 042908612 405568
1 2213 042908612 405573
1 2216 042908612 405600
1 2218 042908612 405602
1 2220 042908612 405607
1 2223 042908612 407786
1 2224 042908612 408389
1 2500 048602673 558628
1 2502 048602673 554707
1 2503 048602673 554708
1 2504 048602673 554711
1 2505 048602673 554713
1 2506 048602673 554714
1 2507 048602673 554715
1 2508 048602673 557030
1 2509 048602673 556638
1 2510 048602673 556640
1 2512 048602673 557960
1 2513 048602673 556665
1 2514 048602673 558372
1 2600 043207612 448615
1 2603 043207612 440503
1 2604 043209601 446656
1 2605 043207612 445959
1 2606 043207612 445963
1 2607 043205623 447763
1 2608 043207612 442339
1 2610 043206646 446244
1 2611 043207612 445946
1 2612 043207612 442356
1 2613 043207612 446657
1 2614 043207612 442359
1 2615 043223633 442361
1 2616 043207612 448562
1 2617 043209614 442363
1 2618 043207612 442364
1 2619 043207612 442366
1 2620 043218650 445967
1 2621 043213615 447387
1 2622 043236647 447388
1 2700 043304609 428612
1 2703 043304609 424403
1 2704 043304609 424392
1 2705 043304609 424410
1 2707 043304609 424407
1 2708 043391691 424408
1 2709 043304609 424409
1 2712 043304609 424412
1 2713 043304609 424401
1 2714 043304609 424414
1 2715 043304609 424415
1 2716 043304609 424416
1 2717 043304609 424417
